Chg, spotDist, metRelChg, volChg, target
60, 33, 72, 21, HOLD
129, 29, 141, 19, HOLD
121, 30, 121, 28, HOLD
107, 30, 114, 23, HOLD
98, 29, 114, 28, HOLD
149, 28, 114, 15, HOLD
132, 30, 114, 26, HOLD
84, 31, 114, 27, HOLD
76, 29, 114, 13, HOLD
72, 26, 67, 23, HOLD
162, 22, 146, 16, HOLD
141, 26, 138, 32, HOLD
137, 28, 133, 19, HOLD
90, 29, 90, 30, HOLD
100, 27, 99, 17, HOLD
113, 26, 118, 24, HOLD
92, 25, 107, 16, HOLD
135, 23, 125, 22, HOLD
124, 25, 128, 30, HOLD
137, 25, 127, 16, HOLD
113, 27, 98, 28, HOLD
164, 27, 139, 28, HOLD
60, 33, 72, 21, HOLD
129, 29, 141, 19, HOLD
121, 30, 121, 28, HOLD
107, 30, 114, 23, HOLD
98, 29, 114, 28, HOLD
149, 28, 114, 15, HOLD
132, 30, 114, 26, HOLD
84, 31, 114, 27, HOLD
76, 29, 114, 13, HOLD
72, 26, 67, 23, HOLD
162, 22, 146, 16, HOLD
141, 26, 138, 32, HOLD
137, 28, 133, 19, HOLD
90, 29, 90, 30, HOLD
100, 27, 99, 17, HOLD
113, 26, 118, 24, HOLD
92, 25, 107, 16, HOLD
135, 23, 125, 22, HOLD
124, 25, 128, 30, HOLD
137, 25, 127, 16, HOLD
113, 27, 98, 28, HOLD
164, 27, 139, 9, HOLD
172, 30, 157, 27, HOLD
85, 34, 69, 28, HOLD
96, 32, 99, 23, HOLD
91, 30, 111, 27, HOLD
138, 28, 135, 13, HOLD
61, 30, 81, 20, HOLD
67, 25, 82, 20, HOLD
161, 21, 160, 14, HOLD
160, 25, 155, 41, HOLD
125, 28, 109, 24, HOLD
108, 28, 101, 26, HOLD
98, 28, 106, 22, HOLD
107, 26, 118, 16, HOLD
120, 26, 123, 30, HOLD
128, 26, 138, 15, HOLD
150, 27, 156, 19, HOLD
101, 29, 113, 26, HOLD
140, 28, 135, 15, HOLD
166, 29, 172, 22, HOLD
114, 33, 116, 40, HOLD
148, 33, 164, 40, HOLD
85, 34, 69, 28, HOLD
96, 32, 99, 23, HOLD
91, 30, 111, 27, HOLD
138, 28, 135, 13, HOLD
61, 30, 81, 20, HOLD
67, 25, 82, 20, HOLD
161, 21, 160, 14, HOLD
160, 25, 155, 41, HOLD
125, 28, 109, 24, HOLD
108, 28, 101, 26, HOLD
98, 28, 106, 22, HOLD
107, 26, 118, 16, HOLD
120, 26, 123, 30, HOLD
128, 26, 138, 15, HOLD
150, 27, 156, 19, HOLD
101, 29, 113, 26, HOLD
140, 28, 135, 15, HOLD
166, 29, 172, 22, HOLD
114, 33, 116, 40, HOLD
148, 33, 164, 63, HOLD
159, 35, 187, 255, HOLD
43, 38, 46, 48, HOLD
71, 33, 72, 50, HOLD
108, 29, 93, 48, HOLD
107, 29, 117, 7, HOLD
122, 28, 117, 40, HOLD
84, 28, 63, 73, HOLD
151, 26, 140, 28, HOLD
124, 28, 135, 0, HOLD
129, 29, 138, 25, HOLD
111, 29, 93, 19, HOLD
99, 29, 99, 19, HOLD
63, 28, 60, 14, HOLD
70, 23, 73, 22, HOLD
98, 20, 103, 29, HOLD
99, 18, 60, 11, HOLD
141, 17, 124, 27, HOLD
147, 19, 147, 35, HOLD
101, 21, 100, 40, HOLD
73, 20, 88, 9, HOLD
122, 16, 102, 9, HOLD
96, 62, 112, 14, BUY
105, 61, 106, 18, BUY
143, 60, 141, 37, BUY
89, 61, 84, 20, BUY
119, 60, 130, 16, BUY
79, 60, 90, 18, BUY
96, 58, 101, 17, HOLD
125, 56, 120, 35, HOLD
82, 57, 107, 15, HOLD
116, 55, 86, 25, HOLD
98, 55, 93, 28, HOLD
118, 54, 100, 22, HOLD
126, 54, 131, 21, HOLD
80, 54, 93, 15, HOLD
33, 52, 52, 12, HOLD
0, 46, 4, 15, HOLD
78, 38, 84, 24, HOLD
132, 36, 134, 35, HOLD
45, 37, 51, 13, HOLD
83, 31, 80, 16, HOLD
124, 29, 113, 39, HOLD
153, 29, 125, 19, HOLD
99, 32, 85, 24, HOLD
